Reporter,Reporter_ISO,Partner_Code,Partner,Partner_ISO,Commodity_Code,Commodity,Trade_Value
Singapore,SGP,704,Viet Nam,VNM,4823,Paper and paper articles nes,3364438
Slovakia,SVK,704,Viet Nam,VNM,4823,Paper and paper articles nes,6024
Spain,ESP,704,Viet Nam,VNM,4823,Paper and paper articles nes,15320
Sweden,SWE,704,Viet Nam,VNM,4823,Paper and paper articles nes,16605
Switzerland,CHE,704,Viet Nam,VNM,4823,Paper and paper articles nes,2411
Thailand,THA,704,Viet Nam,VNM,4823,Paper and paper articles nes,8563442
United Arab Emirates,ARE,704,Viet Nam,VNM,4823,Paper and paper articles nes,2422
Turkey,TUR,704,Viet Nam,VNM,4823,Paper and paper articles nes,967
United Kingdom,GBR,704,Viet Nam,VNM,4823,Paper and paper articles nes,861251
USA,USA,704,Viet Nam,VNM,4823,Paper and paper articles nes,6617647
Australia,AUS,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",589
Austria,AUT,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",1895
Brazil,BRA,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",326
Canada,CAN,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",116404
China,CHN,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",48089564
Denmark,DNK,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",79851
Finland,FIN,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",97384
France,FRA,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",61554
Germany,DEU,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",1921622
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",71800
Indonesia,IDN,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",233849
Italy,ITA,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",1312957
Japan,JPN,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",8965201
Rep. of Korea,KOR,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",6223615
Malaysia,MYS,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",1163511
Mauritius,MUS,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",36
"Other Asia, nes",,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",945473
Netherlands,NLD,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",2606
Poland,POL,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",789
Portugal,PRT,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",77226
Russian Federation,RUS,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",42
India,IND,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",8152
Singapore,SGP,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",3295670
Spain,ESP,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",13864
Sweden,SWE,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",153893
Switzerland,CHE,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",279817
Thailand,THA,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",2207377
United Kingdom,GBR,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",1057356
USA,USA,704,Viet Nam,VNM,6805,"Abrasive cloths, papers etc (including sandpaper)",875748
Austria,AUT,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",1984
Belgium,BEL,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",21613
Brazil,BRA,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",289755
Canada,CAN,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",3990
China,CHN,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",41513039
Czechia,CZE,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",1371
France,FRA,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",67197
Germany,DEU,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",619952
Indonesia,IDN,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",469191
Italy,ITA,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",52894
Japan,JPN,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",1597931
Rep. of Korea,KOR,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",7711780
Malaysia,MYS,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",430268
Mexico,MEX,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",7430
"Other Asia, nes",,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",267200
Netherlands,NLD,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",533382
New Zealand,NZL,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",858
Poland,POL,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",234800
India,IND,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",747914
Singapore,SGP,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",285409
Slovenia,SVN,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",62
Switzerland,CHE,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",16421
Thailand,THA,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",1652317
United Arab Emirates,ARE,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",574656
Egypt,EGY,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",2601
United Kingdom,GBR,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",148417
USA,USA,704,Viet Nam,VNM,6806,"Slag wool, rock wool, insulating minerals not asbesto",941977
Bahrain,BHR,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",36903
Belgium,BEL,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",13050
Canada,CAN,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",104394
China,CHN,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",783995
France,FRA,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",1541
Germany,DEU,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",66248
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",637
Italy,ITA,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",1760302
Japan,JPN,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",10442
Rep. of Korea,KOR,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",575367
Malaysia,MYS,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",227948
"Other Asia, nes",,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",191739
Netherlands,NLD,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",1
Poland,POL,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",32119
Russian Federation,RUS,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",111176
Saudi Arabia,SAU,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",131733
India,IND,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",440800
Singapore,SGP,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",79105
Slovakia,SVK,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",24502
Spain,ESP,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",133873
Thailand,THA,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",47238
United Arab Emirates,ARE,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",18673
Turkey,TUR,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",1019601
Egypt,EGY,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",443545
United Kingdom,GBR,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",41753
USA,USA,704,Viet Nam,VNM,6807,"Asphalt, bitumen, coal tar pitch, etc articles",109660
China,CHN,704,Viet Nam,VNM,6808,"Boards etc of vegetable fibre, mineral binder, cement",2650708
Germany,DEU,704,Viet Nam,VNM,6808,"Boards etc of vegetable fibre, mineral binder, cement",5364
Japan,JPN,704,Viet Nam,VNM,6808,"Boards etc of vegetable fibre, mineral binder, cement",120774
Rep. of Korea,KOR,704,Viet Nam,VNM,6808,"Boards etc of vegetable fibre, mineral binder, cement",5250
Malaysia,MYS,704,Viet Nam,VNM,6808,"Boards etc of vegetable fibre, mineral binder, cement",65529
Singapore,SGP,704,Viet Nam,VNM,6808,"Boards etc of vegetable fibre, mineral binder, cement",2758
Spain,ESP,704,Viet Nam,VNM,6808,"Boards etc of vegetable fibre, mineral binder, cement",7
Thailand,THA,704,Viet Nam,VNM,6808,"Boards etc of vegetable fibre, mineral binder, cement",3218840
China,CHN,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,8347009
Denmark,DNK,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,1953
Germany,DEU,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,171694
Indonesia,IDN,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,1740531
Italy,ITA,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,20056
Japan,JPN,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,877442
Rep. of Korea,KOR,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,158438
"Other Asia, nes",,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,1614
Netherlands,NLD,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,230
Singapore,SGP,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,8713
Thailand,THA,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,23488474
USA,USA,704,Viet Nam,VNM,6809,Articles of plaster or plaster based compositions,32458
Canada,CAN,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",3167
China,CHN,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",17596556
Czechia,CZE,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",15722
Denmark,DNK,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",1067
Germany,DEU,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",236104
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",20333
Indonesia,IDN,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",89515
Israel,ISR,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",6000
Italy,ITA,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",92076
Japan,JPN,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",152735
Rep. of Korea,KOR,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",172715
Malaysia,MYS,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",177842
"Other Asia, nes",,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",21170
Netherlands,NLD,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",131
Norway,NOR,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",9121
Philippines,PHL,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",161
India,IND,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",5645
Singapore,SGP,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",299486
Spain,ESP,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",35908
Thailand,THA,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",69220
USA,USA,704,Viet Nam,VNM,6810,"Articles of cement, concrete or artificial stone",104981
Australia,AUS,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,62085
Belgium,BEL,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,15106
Brunei Darussalam,BRN,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,3619
China,CHN,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,2135280
Germany,DEU,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,3144
Indonesia,IDN,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,2281031
Japan,JPN,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,1869
Rep. of Korea,KOR,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,49079
Malaysia,MYS,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,5370335
"Other Asia, nes",,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,321366
Nigeria,NGA,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,40525
Thailand,THA,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,17330272
Egypt,EGY,704,Viet Nam,VNM,6811,Articles of  asbestos-cement & cellulose fibre cement,14700
Myanmar,MMR,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",10467
Canada,CAN,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",57
China,CHN,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",8144779
Indonesia,IDN,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",25449
Rep. of Korea,KOR,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",7062
"Other Asia, nes",,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",20083
Russian Federation,RUS,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",19618
India,IND,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",166672
South Africa,ZAF,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",377
Switzerland,CHE,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",1113
Thailand,THA,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",599
United Kingdom,GBR,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",30445
USA,USA,704,Viet Nam,VNM,6812,"Asbestos fibre, products except construction, frictio",36083
Austria,AUT,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,1657
China,CHN,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,1214877
Croatia,HRV,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,749
France,FRA,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,46914
Germany,DEU,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,78276
Indonesia,IDN,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,1992760
Japan,JPN,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,1956035
Rep. of Korea,KOR,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,1004448
Malaysia,MYS,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,173162
"Other Asia, nes",,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,111188
Netherlands,NLD,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,10480
Norway,NOR,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,3573
Philippines,PHL,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,1345312
Poland,POL,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,1561
Russian Federation,RUS,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,26983
India,IND,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,16632
Singapore,SGP,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,59585
Switzerland,CHE,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,968
Thailand,THA,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,561203
United Arab Emirates,ARE,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,2969
Turkey,TUR,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,593
United Kingdom,GBR,704,Viet Nam,VNM,6813,Asbestos friction materials and articles thereof,11551
Austria,AUT,704,Viet Nam,VNM,6814,Worked mica and articles of mica,126525
China,CHN,704,Viet Nam,VNM,6814,Worked mica and articles of mica,467164
Germany,DEU,704,Viet Nam,VNM,6814,Worked mica and articles of mica,649
Japan,JPN,704,Viet Nam,VNM,6814,Worked mica and articles of mica,272100
Rep. of Korea,KOR,704,Viet Nam,VNM,6814,Worked mica and articles of mica,36512
Malaysia,MYS,704,Viet Nam,VNM,6814,Worked mica and articles of mica,280401
"Other Asia, nes",,704,Viet Nam,VNM,6814,Worked mica and articles of mica,6550
Netherlands,NLD,704,Viet Nam,VNM,6814,Worked mica and articles of mica,17
Russian Federation,RUS,704,Viet Nam,VNM,6814,Worked mica and articles of mica,9766
Singapore,SGP,704,Viet Nam,VNM,6814,Worked mica and articles of mica,7284
Spain,ESP,704,Viet Nam,VNM,6814,Worked mica and articles of mica,171791
Switzerland,CHE,704,Viet Nam,VNM,6814,Worked mica and articles of mica,154808
Thailand,THA,704,Viet Nam,VNM,6814,Worked mica and articles of mica,4515
USA,USA,704,Viet Nam,VNM,6814,Worked mica and articles of mica,6600
Australia,AUS,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",2192
Austria,AUT,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",609917
Belgium,BEL,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",82883
Brazil,BRA,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",38155
Canada,CAN,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",15496
China,CHN,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",10629496
Czechia,CZE,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",739713
Denmark,DNK,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",5087
France,FRA,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",2000635
Germany,DEU,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",150634
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",239679
Hungary,HUN,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",49190
Indonesia,IDN,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",70038
Italy,ITA,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",2038301
Japan,JPN,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",17153448
Rep. of Korea,KOR,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",15835971
Malaysia,MYS,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",620276
Mexico,MEX,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",74
"Other Asia, nes",,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",3287598
Netherlands,NLD,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",12740
New Zealand,NZL,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",5247
Norway,NOR,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",1846
Pakistan,PAK,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",50638
Philippines,PHL,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",147
Poland,POL,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",4171
India,IND,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",340317
Singapore,SGP,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",148209
Slovenia,SVN,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",25436
South Africa,ZAF,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",4292
Spain,ESP,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",213304
Switzerland,CHE,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",16573
Thailand,THA,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",257499
Turkey,TUR,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",1312
United Kingdom,GBR,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",1429091
USA,USA,704,Viet Nam,VNM,6815,"Articles of stone or other mineral substances, nes",11546593
China,CHN,704,Viet Nam,VNM,6901,"Bricks, blocks and ceramic goods of siliceous earths",247663
Germany,DEU,704,Viet Nam,VNM,6901,"Bricks, blocks and ceramic goods of siliceous earths",18243
Italy,ITA,704,Viet Nam,VNM,6901,"Bricks, blocks and ceramic goods of siliceous earths",4888
Rep. of Korea,KOR,704,Viet Nam,VNM,6901,"Bricks, blocks and ceramic goods of siliceous earths",148620
"Other Asia, nes",,704,Viet Nam,VNM,6901,"Bricks, blocks and ceramic goods of siliceous earths",19369
Netherlands,NLD,704,Viet Nam,VNM,6901,"Bricks, blocks and ceramic goods of siliceous earths",103726
India,IND,704,Viet Nam,VNM,6901,"Bricks, blocks and ceramic goods of siliceous earths",2202
Singapore,SGP,704,Viet Nam,VNM,6901,"Bricks, blocks and ceramic goods of siliceous earths",4221
Spain,ESP,704,Viet Nam,VNM,6901,"Bricks, blocks and ceramic goods of siliceous earths",72
Thailand,THA,704,Viet Nam,VNM,6901,"Bricks, blocks and ceramic goods of siliceous earths",319
Austria,AUT,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",1263850
Belgium,BEL,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",152944
Brazil,BRA,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",4308
China,CHN,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",59231674
Germany,DEU,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",4790327
Hungary,HUN,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",286593
Italy,ITA,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",3422673
Japan,JPN,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",1504404
Rep. of Korea,KOR,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",1825317
Malaysia,MYS,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",798631
"Other Asia, nes",,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",408839
Netherlands,NLD,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",464636
Poland,POL,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",62536
India,IND,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",3537951
Singapore,SGP,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",539
Spain,ESP,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",1298201
Switzerland,CHE,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",133
Thailand,THA,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",2493384
United Kingdom,GBR,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",184484
USA,USA,704,Viet Nam,VNM,6902,"Refractory brick, block, tile etc not siliceous-earth",13642
Australia,AUS,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,15061
Austria,AUT,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,548856
Canada,CAN,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,121847
China,CHN,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,5905132
France,FRA,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,30369
Germany,DEU,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,3107728
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,1795
Hungary,HUN,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,79784
Italy,ITA,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,209233
Japan,JPN,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,2156809
Rep. of Korea,KOR,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,2778552
"Other Asia, nes",,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,613305
India,IND,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,548762
Singapore,SGP,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,124108
Slovenia,SVN,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,53
Spain,ESP,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,87821
Switzerland,CHE,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,51
Thailand,THA,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,541183
United Kingdom,GBR,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,419792
USA,USA,704,Viet Nam,VNM,6903,Refractory ceramic articles except for construction,250472
Belgium,BEL,704,Viet Nam,VNM,6904,"Ceramic building bricks, flooring blocks and tiles",2961
Canada,CAN,704,Viet Nam,VNM,6904,"Ceramic building bricks, flooring blocks and tiles",7816
China,CHN,704,Viet Nam,VNM,6904,"Ceramic building bricks, flooring blocks and tiles",12060296
Germany,DEU,704,Viet Nam,VNM,6904,"Ceramic building bricks, flooring blocks and tiles",40015
Japan,JPN,704,Viet Nam,VNM,6904,"Ceramic building bricks, flooring blocks and tiles",42707
Rep. of Korea,KOR,704,Viet Nam,VNM,6904,"Ceramic building bricks, flooring blocks and tiles",1808
Malaysia,MYS,704,Viet Nam,VNM,6904,"Ceramic building bricks, flooring blocks and tiles",463805
Mexico,MEX,704,Viet Nam,VNM,6904,"Ceramic building bricks, flooring blocks and tiles",1597
"Other Asia, nes",,704,Viet Nam,VNM,6904,"Ceramic building bricks, flooring blocks and tiles",4004
Thailand,THA,704,Viet Nam,VNM,6904,"Ceramic building bricks, flooring blocks and tiles",4800
USA,USA,704,Viet Nam,VNM,6904,"Ceramic building bricks, flooring blocks and tiles",9047
