Reporter,Reporter_ISO,Partner_Code,Partner,Partner_ISO,Commodity_Code,Commodity,Trade_Value
Belgium,BEL,704,Viet Nam,VNM,6905,"Ceramic roofing tiles, chimney pots, etc",4465
China,CHN,704,Viet Nam,VNM,6905,"Ceramic roofing tiles, chimney pots, etc",1113077
France,FRA,704,Viet Nam,VNM,6905,"Ceramic roofing tiles, chimney pots, etc",116
Germany,DEU,704,Viet Nam,VNM,6905,"Ceramic roofing tiles, chimney pots, etc",46055
Greece,GRC,704,Viet Nam,VNM,6905,"Ceramic roofing tiles, chimney pots, etc",62
Japan,JPN,704,Viet Nam,VNM,6905,"Ceramic roofing tiles, chimney pots, etc",57993
Malaysia,MYS,704,Viet Nam,VNM,6905,"Ceramic roofing tiles, chimney pots, etc",5410
"Other Asia, nes",,704,Viet Nam,VNM,6905,"Ceramic roofing tiles, chimney pots, etc",2887
Netherlands,NLD,704,Viet Nam,VNM,6905,"Ceramic roofing tiles, chimney pots, etc",11648
China,CHN,704,Viet Nam,VNM,6906,"Ceramic pipes, conduits, guttering and fittings",135654
Japan,JPN,704,Viet Nam,VNM,6906,"Ceramic pipes, conduits, guttering and fittings",131492
Rep. of Korea,KOR,704,Viet Nam,VNM,6906,"Ceramic pipes, conduits, guttering and fittings",7281
Malaysia,MYS,704,Viet Nam,VNM,6906,"Ceramic pipes, conduits, guttering and fittings",12764
"Other Asia, nes",,704,Viet Nam,VNM,6906,"Ceramic pipes, conduits, guttering and fittings",11578
Singapore,SGP,704,Viet Nam,VNM,6906,"Ceramic pipes, conduits, guttering and fittings",11232
Thailand,THA,704,Viet Nam,VNM,6906,"Ceramic pipes, conduits, guttering and fittings",35238
Australia,AUS,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",1804
Cambodia,KHM,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",2500
China,CHN,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",41075929
France,FRA,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",1617
Germany,DEU,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",169500
Hungary,HUN,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",320
Indonesia,IDN,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",134600
Italy,ITA,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",2547953
Japan,JPN,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",484052
Rep. of Korea,KOR,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",22067
Malaysia,MYS,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",564360
"Other Asia, nes",,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",115751
Norway,NOR,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",4690
Portugal,PRT,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",15
India,IND,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",464561
Singapore,SGP,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",7476
Spain,ESP,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",371087
Thailand,THA,704,Viet Nam,VNM,6907,"Unglazed ceramic flags, paving, hearth or wall tiles",211810
China,CHN,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",215622987
France,FRA,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",7591
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",73105
Indonesia,IDN,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",1375846
Italy,ITA,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",4023075
Japan,JPN,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",83361
Rep. of Korea,KOR,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",4968
Malaysia,MYS,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",8981119
Oman,OMN,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",19225
Netherlands,NLD,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",19109
Portugal,PRT,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",95687
India,IND,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",2436990
Singapore,SGP,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",18550
Spain,ESP,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",7286143
Thailand,THA,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",981670
United Kingdom,GBR,704,Viet Nam,VNM,6908,"Glazed ceramic flags and paving, hearth, wall tiles",1762
Australia,AUS,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",33954
Belgium,BEL,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",3543
China,CHN,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",23840538
Czechia,CZE,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",26443
Denmark,DNK,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",144100
France,FRA,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",111921
Germany,DEU,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",2515199
Hungary,HUN,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",8411
Indonesia,IDN,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",1272518
Italy,ITA,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",11367
Japan,JPN,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",8951701
Rep. of Korea,KOR,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",7738975
Malaysia,MYS,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",37084
"Other Asia, nes",,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",580029
Netherlands,NLD,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",11092
Poland,POL,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",288
Russian Federation,RUS,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",3678
India,IND,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",959
Singapore,SGP,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",562909
Switzerland,CHE,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",34207
Thailand,THA,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",138619
Turkey,TUR,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",520
United Kingdom,GBR,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",2191
USA,USA,704,Viet Nam,VNM,6909,"Ceramic laboratory, technical, packaging articles nes",479877
Austria,AUT,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",62
China,CHN,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",26254715
Czechia,CZE,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",5986
France,FRA,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",53477
Germany,DEU,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",226933
Indonesia,IDN,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",1069232
Israel,ISR,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",5000
Italy,ITA,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",395758
Japan,JPN,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",724817
Rep. of Korea,KOR,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",64953
Latvia,LVA,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",1079
Malaysia,MYS,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",718393
"Other Asia, nes",,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",28930
Netherlands,NLD,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",385
Poland,POL,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",2799
Portugal,PRT,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",33
India,IND,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",2028420
Singapore,SGP,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",42529
South Africa,ZAF,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",34
Spain,ESP,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",90070
Thailand,THA,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",7907898
Turkey,TUR,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",5024
USA,USA,704,Viet Nam,VNM,6910,"Ceramic bathroom, kitchen and other sanitary fixtures",42198
Australia,AUS,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",4106
Belgium,BEL,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",1289
Sri Lanka,LKA,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",34277
China,CHN,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",468556391
Costa Rica,CRI,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",100
Czechia,CZE,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",175434
Denmark,DNK,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",6067
Finland,FIN,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",2298
France,FRA,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",162433
Germany,DEU,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",165799
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",15462
Indonesia,IDN,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",456290
Italy,ITA,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",23422
Japan,JPN,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",150046
Rep. of Korea,KOR,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",187285
Malaysia,MYS,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",356218
"Other Asia, nes",,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",23808
Mongolia,MNG,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",31
Netherlands,NLD,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",2811
Portugal,PRT,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",1482
Russian Federation,RUS,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",586
Singapore,SGP,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",92214
Spain,ESP,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",33
Sweden,SWE,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",585
Switzerland,CHE,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",28197
Thailand,THA,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",283256
United Arab Emirates,ARE,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",123587
United Kingdom,GBR,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",157684
United Rep. of Tanzania,TZA,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",996
USA,USA,704,Viet Nam,VNM,6911,"Porcelain table, kitchen, household, toilet items",46562
Sri Lanka,LKA,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",235
China,CHN,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",1600668
Czechia,CZE,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",20048
Denmark,DNK,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",4332
Finland,FIN,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",9452
France,FRA,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",37169
Germany,DEU,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",29148
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",28419
Indonesia,IDN,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",3
Italy,ITA,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",44832
Japan,JPN,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",161925
Rep. of Korea,KOR,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",730295
Malaysia,MYS,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",12750
"Other Asia, nes",,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",4377
Netherlands,NLD,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",1457
Poland,POL,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",681
Singapore,SGP,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",380566
Spain,ESP,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",130985
Thailand,THA,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",286139
United Arab Emirates,ARE,704,Viet Nam,VNM,6912,"Ceramic housewares, except of porcelain or china",1122
Austria,AUT,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,501
Belgium,BEL,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,7206
China,CHN,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,16437066
Denmark,DNK,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,8830
France,FRA,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,51134
Germany,DEU,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,23208
Greece,GRC,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,7439
Indonesia,IDN,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,59
Italy,ITA,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,232747
Japan,JPN,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,17422
Rep. of Korea,KOR,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,1
Malaysia,MYS,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,3913
"Other Asia, nes",,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,2794
Netherlands,NLD,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,606
New Zealand,NZL,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,189184
Poland,POL,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,523
Singapore,SGP,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,9568
Spain,ESP,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,48969
Sweden,SWE,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,18126
Thailand,THA,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,11062
Turkey,TUR,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,9478
USA,USA,704,Viet Nam,VNM,6913,Statuettes and other ornamental ceramic articles,19597
Australia,AUS,704,Viet Nam,VNM,6914,"Ceramic articles, nes",2596
Canada,CAN,704,Viet Nam,VNM,6914,"Ceramic articles, nes",40
China,CHN,704,Viet Nam,VNM,6914,"Ceramic articles, nes",5135409
Czechia,CZE,704,Viet Nam,VNM,6914,"Ceramic articles, nes",2152
Denmark,DNK,704,Viet Nam,VNM,6914,"Ceramic articles, nes",1005
France,FRA,704,Viet Nam,VNM,6914,"Ceramic articles, nes",217279
Germany,DEU,704,Viet Nam,VNM,6914,"Ceramic articles, nes",51269
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,6914,"Ceramic articles, nes",391760
Indonesia,IDN,704,Viet Nam,VNM,6914,"Ceramic articles, nes",2190
Italy,ITA,704,Viet Nam,VNM,6914,"Ceramic articles, nes",21185
Japan,JPN,704,Viet Nam,VNM,6914,"Ceramic articles, nes",8051571
Rep. of Korea,KOR,704,Viet Nam,VNM,6914,"Ceramic articles, nes",1532717
"Other Asia, nes",,704,Viet Nam,VNM,6914,"Ceramic articles, nes",228492
Netherlands,NLD,704,Viet Nam,VNM,6914,"Ceramic articles, nes",2364
Poland,POL,704,Viet Nam,VNM,6914,"Ceramic articles, nes",27
Portugal,PRT,704,Viet Nam,VNM,6914,"Ceramic articles, nes",378
Singapore,SGP,704,Viet Nam,VNM,6914,"Ceramic articles, nes",65605
Spain,ESP,704,Viet Nam,VNM,6914,"Ceramic articles, nes",606
Switzerland,CHE,704,Viet Nam,VNM,6914,"Ceramic articles, nes",16356
Thailand,THA,704,Viet Nam,VNM,6914,"Ceramic articles, nes",95816
United Kingdom,GBR,704,Viet Nam,VNM,6914,"Ceramic articles, nes",1351
USA,USA,704,Viet Nam,VNM,6914,"Ceramic articles, nes",52600
China,CHN,704,Viet Nam,VNM,7001,"Glass cullet, waste or scrap, glass in the mass",206778
Japan,JPN,704,Viet Nam,VNM,7001,"Glass cullet, waste or scrap, glass in the mass",286032
Rep. of Korea,KOR,704,Viet Nam,VNM,7001,"Glass cullet, waste or scrap, glass in the mass",37766
Malaysia,MYS,704,Viet Nam,VNM,7001,"Glass cullet, waste or scrap, glass in the mass",1769
"Other Asia, nes",,704,Viet Nam,VNM,7001,"Glass cullet, waste or scrap, glass in the mass",192236
USA,USA,704,Viet Nam,VNM,7001,"Glass cullet, waste or scrap, glass in the mass",101084
China,CHN,704,Viet Nam,VNM,7002,"Glass in balls, rods or tubes, unworked",3650941
Czechia,CZE,704,Viet Nam,VNM,7002,"Glass in balls, rods or tubes, unworked",4412
France,FRA,704,Viet Nam,VNM,7002,"Glass in balls, rods or tubes, unworked",275520
